longitude,latitude,year,lithology,GWL,rainfall_mm,soil_thickness,normalized_urban_load_proxy,subsidence,subsidence_cum,city,lithology_class,GWL_depth_bgs,GWL_depth_bgs_z,soil_thickness_censored,soil_thickness_imputed,soil_thickness_eff,urban_load_global,z_surf,head_m,GWL_depth_bgs_raw,z_surf_raw,GWL_depth_bgs_m,z_surf_corr,z_surf_flag_outlier,z_surf_m
113.409042,22.809065,2016,Sandstone–Siltstone,68.91569275,8219.223622120746,2.58,0.5454545454534437,18.18494,33.535383,Nansha,Mixed Clastics,68.91569275,0.6165430290383284,False,2.58,2.58,0.5454545454544539,4.0,3.3108430725,68.91569275,4.0,0.6891569275,4.0,False,4.0
113.406448,22.824621,2016,Siltstone–Sandstone,36.13371258,8219.223622120746,5.85,0.6363636363623506,2.278646,10.417217,Nansha,Mixed Clastics,36.13371258,-0.319325120022406,False,5.85,5.85,0.6363636363635291,1.0,0.6386628742,36.13371258,1.0,0.3613371258,1.0,False,1.0
113.378448,22.825659,2016,Conglomerate–Sandstone,41.50978716,835.000686213001,4.56,2.242874797222363e-16,2.836475,8.264772,Nansha,Coarse-Grained Soil,41.50978716,-0.165847601571541,False,4.56,4.56,2.242874797226517e-16,-2.0,-2.4150978716,41.50978716,-2.0,0.4150978716,-2.0,False,-2.0
113.398674,22.834475,2016,Shale–Limestone,84.50192943,8219.223622120746,1.6,0.4545454545445364,2.671463,12.826637000000002,Nansha,Mixed Clastics,84.50192943,1.0615028025752216,False,1.6,1.6,0.4545454545453782,1.0,0.1549807056999999,84.50192943,1.0,0.8450192943000001,1.0,False,1.0
113.385193,22.83551,2016,Conglomerate–Sandstone,58.06164974,835.000686213001,2.8,2.915737236389072e-15,6.116043,15.255405,Nansha,Coarse-Grained Soil,58.06164974,0.3066791010840852,False,2.8,2.8,2.915737236394472e-15,9.0,8.4193835026,58.06164974,9.0,0.5806164974,9.0,False,9.0
113.395042,22.833437,2016,Siltstone–Shale,52.10814432,8219.223622120746,5.86,0.9090909090890724,1.271828,10.171475,Nansha,Fine-Grained Soil,52.10814432,0.1367169429427868,False,5.86,5.86,0.909090909090756,-7.0,-7.5210814432,52.10814432,-7.0,0.5210814432,-7.0,False,-7.0
113.393486,22.84692,2016,Conglomerate–Sandstone,34.74966798,8219.223622120746,2.67,0.0,2.762022,11.456887,Nansha,Coarse-Grained Soil,34.74966798,-0.3588371705850157,False,2.67,2.67,0.0,-2.0,-2.3474966798,34.74966798,-2.0,0.3474966798,-2.0,False,-2.0
113.398674,22.870255,2016,Limestone–Sandstone,77.11255956,8219.223622120746,3.65,0.1818181818178147,9.016331,19.780065,Nansha,Mixed Clastics,77.11255956,0.8505492278643602,False,3.65,3.65,0.1818181818181514,-4.0,-4.7711255956,77.11255956,-4.0,0.7711255955999999,-4.0,False,-4.0
113.397636,22.85729,2016,Siltstone–Sandstone,10.46924148,8219.223622120746,0.69,0.636363636362351,1.31297,11.221024,Nansha,Mixed Clastics,10.46924148,-1.0520008443204756,False,0.69,0.69,0.6363636363635296,0.0,-0.1046924148,10.46924148,0.0,0.1046924148,0.0,False,0.0
113.403336,22.855736,2016,Conglomerate–Sandstone,31.04084721,8219.223622120746,2.47,3.3643121958335444e-16,3.636424,9.6375,Nansha,Coarse-Grained Soil,31.04084721,-0.4647175112849444,False,2.47,2.47,3.364312195839775e-16,-1.0,-1.3104084721,31.04084721,-1.0,0.3104084721,-1.0,False,-1.0
113.380005,22.870773,2016,Limestone–Sandstone,80.00203381,835.000686213001,4.54,0.1818181818178148,2.662935,10.180442,Nansha,Mixed Clastics,80.00203381,0.9330386596827848,False,4.54,4.54,0.1818181818181515,-8.0,-8.8000203381,80.00203381,-8.0,0.8000203381000001,-8.0,False,-8.0
113.383118,22.897739,2016,Tuff–Sandstone,50.22808371,835.000686213001,3.82,0.2727272727267226,2.632156,7.955443,Nansha,Mixed Clastics,50.22808371,0.0830445035697416,False,3.82,3.82,0.2727272727272277,-3.0,-3.5022808371,50.22808371,-3.0,0.5022808371,-3.0,False,-3.0
113.376892,22.886848,2016,Siltstone–Sandstone,42.93730971,835.000686213001,4.48,0.636363636362351,0.35146,3.766293,Nansha,Mixed Clastics,42.93730971,-0.1250943316444987,False,4.48,4.48,0.6363636363635296,-1.0,-1.4293730971,42.93730971,-1.0,0.4293730971,-1.0,False,-1.0
113.393486,22.892553,2016,Siltstone–Shale,21.57848851,8219.223622120746,3.64,0.9090909090890728,9.361831,17.674255000000002,Nansha,Fine-Grained Soil,21.57848851,-0.7348512883293753,False,3.64,3.64,0.9090909090907564,1.0,0.7842151149000001,21.57848851,1.0,0.2157848851,1.0,False,1.0
113.397636,22.902925,2016,Limestone–Sandstone,75.30544516,8219.223622120746,3.94,0.1818181818178159,6.241528,10.782816,Nansha,Mixed Clastics,75.30544516,0.7989592750946161,False,3.94,3.94,0.1818181818181526,0.0,-0.7530544516000001,75.30544516,0.0,0.7530544516000001,0.0,False,0.0
113.399712,22.897739,2016,Limestone–Sandstone,62.57461568,8219.223622120746,3.44,0.1818181818178154,6.85716,11.2793,Nansha,Mixed Clastics,62.57461568,0.435516378732952,False,3.44,3.44,0.1818181818181521,-3.0,-3.6257461568,62.57461568,-3.0,0.6257461568,-3.0,False,-3.0
113.439636,22.741133,2016,Siltstone–Sandstone,51.70789383,4929.522123426151,4.81,0.6363636363623499,14.434929,14.779038,Nansha,Mixed Clastics,51.70789383,0.125290492090994,False,4.81,4.81,0.6363636363635284,0.0,-0.5170789383000001,51.70789383,0.0,0.5170789383000001,0.0,False,0.0
113.439117,22.757208,2016,Limestone–Sandstone,84.23676967,4929.522123426151,1.28,0.1818181818178145,15.88515,18.022312,Nansha,Mixed Clastics,84.23676967,1.0539329555888677,False,1.28,1.28,0.1818181818181512,0.0,-0.8423676967,84.23676967,0.0,0.8423676967,0.0,False,0.0
113.419411,22.752541,2016,Mudstone–Siltstone,64.48292703,8219.223622120746,1.91,0.9999999999979798,7.737619,13.619059,Nansha,Fine-Grained Soil,64.48292703,0.4899953272801316,False,1.91,1.91,0.9999999999998318,-4.0,-4.6448292703,64.48292703,-4.0,0.6448292703,-4.0,False,-4.0
113.418381,22.78521,2016,Shale–Limestone,19.89620117,8219.223622120746,3.83,0.4545454545445384,0.01195,10.822603,Nansha,Mixed Clastics,19.89620117,-0.7828776470456463,False,3.83,3.83,0.4545454545453802,1.0,0.8010379883,19.89620117,1.0,0.1989620117,1.0,False,1.0
113.413712,22.769653,2016,Siltstone–Sandstone,78.72773411,8219.223622120746,1.45,0.6363636363623508,10.427459,11.458246,Nansha,Mixed Clastics,78.72773411,0.8966596339069404,False,1.45,1.45,0.6363636363635293,-2.0,-2.7872773411,78.72773411,-2.0,0.7872773411,-2.0,False,-2.0
113.429268,22.78158,2016,Mudstone–Siltstone,69.05296202,8219.223622120746,6.01,0.999999999997979,9.810857,14.017263,Nansha,Fine-Grained Soil,69.05296202,0.6204618264072369,False,6.01,6.01,0.9999999999998308,-4.0,-4.6905296202,69.05296202,-4.0,0.6905296202,-4.0,False,-4.0
113.417862,22.79299,2016,Mudstone–Siltstone,94.23974961,8219.223622120746,2.61,0.9999999999979798,0.566847,10.339075,Nansha,Fine-Grained Soil,94.23974961,1.3395005226788654,False,2.61,2.61,0.9999999999998318,-5.0,-5.9423974961,94.23974961,-5.0,0.9423974961,-5.0,False,-5.0
113.424599,22.80336,2016,Conglomerate–Sandstone,76.72679678,8219.223622120746,5.37,1.1214373986111815e-16,0.44405,6.547476,Nansha,Coarse-Grained Soil,76.72679678,0.8395363757723593,False,5.37,5.37,1.1214373986132582e-16,-2.0,-2.7672679678,76.72679678,-2.0,0.7672679678000001,-2.0,False,-2.0
113.442749,22.808027,2016,Siltstone–Sandstone,3.724736278,4929.522123426151,5.8,0.6363636363623499,3.509254,10.891928,Nansha,Mixed Clastics,3.724736278,-1.2445446615942883,False,5.8,5.8,0.6363636363635284,-2.0,-2.03724736278,3.724736278,-2.0,0.03724736278,-2.0,False,-2.0
113.427711,22.820992,2016,Shale–Limestone,54.27885327,8219.223622120746,2.86,0.4545454545445366,1.684279,9.40271,Nansha,Mixed Clastics,54.27885327,0.198686883643476,False,2.86,2.86,0.4545454545453784,-1.0,-1.5427885327,54.27885327,-1.0,0.5427885327,-1.0,False,-1.0
113.416824,22.82151,2016,Siltstone–Shale,79.47375231,8219.223622120746,2.77,0.909090909089073,1.624549,8.350539999999999,Nansha,Fine-Grained Soil,79.47375231,0.9179571476135266,False,2.77,2.77,0.9090909090907566,-2.0,-2.7947375231,79.47375231,-2.0,0.7947375231,-2.0,False,-2.0
113.429787,22.812176,2016,Sandstone–Siltstone,10.43874769,8219.223622120746,3.18,0.5454545454534435,6.151188,11.488738,Nansha,Mixed Clastics,10.43874769,-1.052871388645655,False,3.18,3.18,0.5454545454544537,-3.0,-3.1043874769,10.43874769,-3.0,0.1043874769,-3.0,False,-3.0
113.427193,22.817362,2016,Mudstone–Siltstone,62.71892419,8219.223622120746,4.81,0.9999999999979796,2.93126,10.244513,Nansha,Fine-Grained Soil,62.71892419,0.439636134081685,False,4.81,4.81,0.9999999999998316,-3.0,-3.6271892419,62.71892419,-3.0,0.6271892419,-3.0,False,-3.0
113.423042,22.833437,2016,Sandstone–Siltstone,21.43751142,8219.223622120746,4.36,0.5454545454534433,3.471503,10.429531,Nansha,Mixed Clastics,21.43751142,-0.7388759374687524,False,4.36,4.36,0.5454545454544535,1.0,0.7856248858,21.43751142,1.0,0.2143751142,1.0,False,1.0
113.420448,22.847958,2016,Sandstone–Siltstone,42.61791641,8219.223622120746,2.27,0.5454545454534449,4.058665,8.753443,Nansha,Mixed Clastics,42.61791641,-0.134212451262146,False,2.27,2.27,0.545454545454455,-2.0,-2.4261791641,42.61791641,-2.0,0.4261791641,-2.0,False,-2.0
113.413712,22.847958,2016,Limestone–Sandstone,82.39361629,8219.223622120746,4.23,0.1818181818178155,2.729003,9.299317,Nansha,Mixed Clastics,82.39361629,1.0013141530262877,False,4.23,4.23,0.1818181818181522,-1.0,-1.8239361629,82.39361629,-1.0,0.8239361628999999,-1.0,False,-1.0
113.436523,22.854698,2016,Siltstone–Shale,36.12950601,4929.522123426151,3.8,0.9090909090890744,2.87742,6.959483,Nansha,Fine-Grained Soil,36.12950601,-0.3194452102323134,False,3.8,3.8,0.909090909090758,-1.0,-1.3612950601,36.12950601,-1.0,0.3612950601,-1.0,False,-1.0
113.427711,22.857809,2016,Siltstone–Shale,89.13797755,8219.223622120746,2.77,0.9090909090890724,3.045968,7.464319,Nansha,Fine-Grained Soil,89.13797755,1.1938538610079708,False,2.77,2.77,0.909090909090756,-4.0,-4.8913797755,89.13797755,-4.0,0.8913797755,-4.0,False,-4.0
113.44223,22.869736,2016,Conglomerate–Sandstone,22.49809239,4929.522123426151,4.05,1.1214373986111815e-16,2.089345,8.488005,Nansha,Coarse-Grained Soil,22.49809239,-0.7085982073201853,False,4.05,4.05,1.1214373986132582e-16,-3.0,-3.2249809239,22.49809239,-3.0,0.2249809239,-3.0,False,-3.0
113.419411,22.88633,2016,Limestone–Sandstone,62.0740239,8219.223622120746,2.1,0.1818181818178188,3.888048,5.3800170000000005,Nansha,Mixed Clastics,62.0740239,0.4212253596988929,False,2.1,2.1,0.1818181818181555,-3.0,-3.620740239,62.0740239,-3.0,0.620740239,-3.0,False,-3.0
113.419411,22.878033,2016,Siltstone–Sandstone,64.14075622,8219.223622120746,1.46,0.6363636363623572,1.234577,5.242827999999999,Nansha,Mixed Clastics,64.14075622,0.4802269496239715,False,1.46,1.46,0.6363636363635357,-5.0,-5.6414075622,64.14075622,-5.0,0.6414075622000001,-5.0,False,-5.0
113.416824,22.882181,2016,Siltstone–Shale,33.42499929,8219.223622120746,4.33,0.909090909089074,1.591181,5.783786,Nansha,Fine-Grained Soil,33.42499929,-0.3966541428545405,False,4.33,4.33,0.9090909090907576,-1.0,-1.3342499929,33.42499929,-1.0,0.3342499929,-1.0,False,-1.0
113.436005,22.89411,2016,Limestone–Sandstone,92.90990062,4929.522123426151,5.57,0.1818181818178185,2.506781,4.900007,Nansha,Mixed Clastics,92.90990062,1.3015356619124454,False,5.57,5.57,0.1818181818181552,-3.0,-3.9290990062,92.90990062,-3.0,0.9290990062,-3.0,False,-3.0
113.4189,22.903442,2016,Limestone–Sandstone,78.26934176,8219.223622120746,5.17,0.1818181818178185,0.94528,1.497455,Nansha,Mixed Clastics,78.26934176,0.8835733347293608,False,5.17,5.17,0.1818181818181552,-2.0,-2.7826934176,78.26934176,-2.0,0.7826934176,-2.0,False,-2.0
113.467125,22.722464,2016,Siltstone–Sandstone,21.81333214,4929.522123426151,0.93,0.6363636363623499,0.425228,4.168837,Nansha,Mixed Clastics,21.81333214,-0.7281469137861944,False,0.93,0.93,0.6363636363635284,-3.0,-3.2181333214,21.81333214,-3.0,0.2181333214,-3.0,False,-3.0
113.443787,22.761875,2016,Shale–Limestone,0.27770139,4929.522123426151,3.46,0.4545454545445361,2.14947,9.582432,Nansha,Mixed Clastics,0.27770139,-1.3429514736187964,False,3.46,3.46,0.4545454545453779,-4.0,-4.0027770139,0.27770139,-4.0,0.0027770139,-4.0,False,-4.0
113.456749,22.751503,2016,Conglomerate–Sandstone,80.22899165,4929.522123426151,5.1,0.0,1.542498,9.199744,Nansha,Coarse-Grained Soil,80.22899165,0.9395179087255254,False,5.1,5.1,0.0,-4.0,-4.8022899165,80.22899165,-4.0,0.8022899165,-4.0,False,-4.0
113.450531,22.746836,2016,Siltstone–Sandstone,66.90357296,4929.522123426151,4.02,0.6363636363623508,0.725651,4.405462,Nansha,Mixed Clastics,66.90357296,0.5591005312456219,False,4.02,4.02,0.6363636363635293,-3.0,-3.6690357296,66.90357296,-3.0,0.6690357296,-3.0,False,-3.0
113.455711,22.755651,2016,Limestone–Sandstone,73.77806133,4929.522123426151,1.64,0.1818181818178155,7.946278,10.685144,Nansha,Mixed Clastics,73.77806133,0.7553551404305507,False,1.64,1.64,0.1818181818181522,-1.0,-1.7377806133,73.77806133,-1.0,0.7377806133,-1.0,False,-1.0
113.46505,22.78158,2016,Shale–Limestone,4.880759415,4929.522123426151,5.84,0.4545454545445356,0.218545,5.363168,Nansha,Mixed Clastics,4.880759415,-1.2115422246491998,False,5.84,5.84,0.4545454545453774,-2.0,-2.04880759415,4.880759415,-2.0,0.04880759415,-2.0,False,-2.0
113.464531,22.766542,2016,Sandstone–Siltstone,79.89585631,4929.522123426151,2.02,0.5454545454534431,2.296402,9.81029,Nansha,Mixed Clastics,79.89585631,0.9300074779212928,False,2.02,2.02,0.5454545454544533,-4.0,-4.7989585631,79.89585631,-4.0,0.7989585631,-4.0,False,-4.0
113.453117,22.774321,2016,Siltstone–Sandstone,83.94766675,4929.522123426151,3.96,0.6363636363623554,3.492238,6.682766,Nansha,Mixed Clastics,83.94766675,1.0456795732969686,False,3.96,3.96,0.6363636363635339,-2.0,-2.8394766675,83.94766675,-2.0,0.8394766674999999,-2.0,False,-2.0
113.45623,22.796619,2016,Tuff–Sandstone,74.78098175,4929.522123426151,1.66,0.2727272727267218,13.055813,14.21305,Nansha,Mixed Clastics,74.78098175,0.7839867628112988,False,1.66,1.66,0.2727272727272269,-4.0,-4.7478098175,74.78098175,-4.0,0.7478098175,-4.0,False,-4.0
113.447418,22.785728,2016,Sandstone–Siltstone,9.156363656,4929.522123426151,5.16,0.5454545454534435,1.024693,6.3575610000000005,Nansha,Mixed Clastics,9.156363656,-1.089481208005589,False,5.16,5.16,0.5454545454544537,-5.0,-5.09156363656,9.156363656,-5.0,0.09156363656,-5.0,False,-5.0
113.454674,22.787285,2016,Siltstone–Shale,7.767766931,4929.522123426151,3.76,0.9090909090890716,2.156898,5.407401,Nansha,Fine-Grained Soil,7.767766931,-1.1291232137684624,False,3.76,3.76,0.9090909090907552,-7.0,-7.07767766931,7.767766931,-7.0,0.07767766931,-7.0,False,-7.0
113.460899,22.824621,2016,Sandstone–Siltstone,36.73343509,4929.522123426151,2.56,0.5454545454534435,5.849599,10.694901000000002,Nansha,Mixed Clastics,36.73343509,-0.3022040921749977,False,2.56,2.56,0.5454545454544537,-3.0,-3.3673343509,36.73343509,-3.0,0.3673343509,-3.0,False,-3.0
113.460381,22.819435,2016,Siltstone–Shale,53.5276274,4929.522123426151,2.3,0.9090909090890724,2.106054,6.063328,Nansha,Fine-Grained Soil,53.5276274,0.1772407000744058,False,2.3,2.3,0.909090909090756,-5.0,-5.535276274,53.5276274,-5.0,0.535276274,-5.0,False,-5.0
113.448456,22.822548,2016,Tuff–Sandstone,93.21598511,4929.522123426151,5.09,0.2727272727267224,10.088342,13.594696,Nansha,Mixed Clastics,93.21598511,1.310273838301639,False,5.09,5.09,0.2727272727272275,-2.0,-2.9321598511,93.21598511,-2.0,0.9321598511,-2.0,False,-2.0
113.450531,22.852106,2016,Limestone–Sandstone,59.97970129,4929.522123426151,5.01,0.181818181817815,6.08049,13.654942,Nansha,Mixed Clastics,59.97970129,0.3614361152910636,False,5.01,5.01,0.1818181818181517,1.0,0.4002029871,59.97970129,1.0,0.5997970129,1.0,False,1.0
113.450012,22.844326,2016,Conglomerate–Sandstone,42.73690367,4929.522123426151,4.89,5.607186993055907e-16,1.218275,6.150322,Nansha,Coarse-Grained Soil,42.73690367,-0.1308155732761141,False,4.89,4.89,5.607186993066291e-16,-1.0,-1.4273690367,42.73690367,-1.0,0.4273690367,-1.0,False,-1.0
113.466087,22.845364,2016,Shale–Limestone,32.82085146,4929.522123426151,5.2,0.4545454545445368,0.339509,7.592026,Nansha,Mixed Clastics,32.82085146,-0.4139015058414348,False,5.2,5.2,0.4545454545453786,-2.0,-2.3282085146,32.82085146,-2.0,0.3282085146,-2.0,False,-2.0
113.47023,22.870255,2016,Siltstone–Sandstone,35.27821225,4929.522123426151,4.92,0.6363636363623558,1.496715,11.031581,Nansha,Mixed Clastics,35.27821225,-0.343748156892236,False,4.92,4.92,0.6363636363635343,-4.0,-4.3527821225,35.27821225,-4.0,0.3527821225,-4.0,False,-4.0
113.455193,22.864552,2016,Sandstone–Siltstone,48.37860583,4929.522123426151,3.99,0.5454545454534455,0.510004,9.040643,Nansha,Mixed Clastics,48.37860583,0.0302451476031867,False,3.99,3.99,0.5454545454544557,-6.0,-6.4837860583,48.37860583,-6.0,0.4837860583,-6.0,False,-6.0
113.445862,22.860403,2016,Limestone–Sandstone,32.8508458,4929.522123426151,4.15,0.1818181818178152,0.661928,8.37313,Nansha,Mixed Clastics,32.8508458,-0.4130452199394688,False,4.15,4.15,0.1818181818181519,-5.0,-5.328508458,32.8508458,-5.0,0.328508458,-5.0,False,-5.0
113.443787,22.883738,2016,Limestone–Sandstone,4.671855075,4929.522123426151,5.33,0.1818181818178151,0.611771,4.235971,Nansha,Mixed Clastics,4.671855075,-1.2175060778695572,False,5.33,5.33,0.1818181818181518,2.0,1.95328144925,4.671855075,2.0,0.04671855075,2.0,False,2.0
113.448456,22.876478,2016,Sandstone–Siltstone,45.51033546,4929.522123426151,4.74,0.5454545454534435,4.030137,10.2245,Nansha,Mixed Clastics,45.51033546,-0.0516389505585883,False,4.74,4.74,0.5454545454544537,-2.0,-2.4551033546,45.51033546,-2.0,0.4551033546,-2.0,False,-2.0
113.452606,22.894627,2016,Mudstone–Siltstone,25.88300332,4929.522123426151,2.5,0.9999999999979798,5.030764,7.144088999999999,Nansha,Fine-Grained Soil,25.88300332,-0.6119649255487093,False,2.5,2.5,0.9999999999998318,-2.0,-2.2588300332,25.88300332,-2.0,0.2588300332,-2.0,False,-2.0
113.445343,22.897739,2016,Tuff–Sandstone,53.73572397,4929.522123426151,5.04,0.2727272727267222,4.765282,5.455798,Nansha,Mixed Clastics,53.73572397,0.1831814928752633,False,5.04,5.04,0.2727272727272273,-1.0,-1.5373572397,53.73572397,-1.0,0.5373572397,-1.0,False,-1.0
113.461418,22.905518,2016,Siltstone–Sandstone,1.513561496,4929.522123426151,3.93,0.6363636363623513,2.416589,6.762449,Nansha,Mixed Clastics,1.513561496,-1.307669830963217,False,3.93,3.93,0.6363636363635298,-3.0,-3.01513561496,1.513561496,-3.0,0.01513561496,-3.0,False,-3.0
113.490456,22.707945,2016,Sandstone–Siltstone,9.00461791,100.6024923148194,3.94,0.5454545454534431,6.056975,7.185105,Nansha,Mixed Clastics,9.00461791,-1.0938132834232543,False,3.94,3.94,0.5454545454544533,-2.0,-2.0900461791,9.00461791,-2.0,0.0900461791,-2.0,False,-2.0
113.499794,22.715204,2016,Sandstone–Siltstone,40.54590619,100.6024923148194,3.1,0.5454545454534424,6.42068,7.418454,Nansha,Mixed Clastics,40.54590619,-0.1933647159932709,False,3.1,3.1,0.5454545454544526,3.0,2.5945409381,40.54590619,3.0,0.4054590619,3.0,False,3.0
113.478012,22.715204,2016,Shale–Limestone,12.74284425,100.6024923148194,4.7,0.4545454545445352,8.666575,8.841156,Nansha,Mixed Clastics,12.74284425,-0.987093465174219,False,4.7,4.7,0.454545454545377,0.0,-0.1274284425,12.74284425,0.0,0.1274284425,0.0,False,0.0
113.494606,22.701202,2016,Siltstone–Sandstone,78.19874606,100.6024923148194,5.0,0.6363636363623502,16.317713,20.691773,Nansha,Mixed Clastics,78.19874606,0.881557951071997,False,5.0,5.0,0.6363636363635287,-2.0,-2.7819874606,78.19874606,-2.0,0.7819874606,-2.0,False,-2.0
113.484756,22.741652,2016,Siltstone–Sandstone,61.69831704,100.6024923148194,0.47,0.6363636363623508,2.118281,3.007973,Nansha,Mixed Clastics,61.69831704,0.4104995865200233,False,0.47,0.47,0.6363636363635293,0.0,-0.6169831704000001,61.69831704,0.0,0.6169831704000001,0.0,False,0.0
113.491493,22.74943,2016,Conglomerate–Sandstone,24.32638675,100.6024923148194,3.23,0.0,0.45523,4.322718,Nansha,Coarse-Grained Soil,24.32638675,-0.6564036037679197,False,3.23,3.23,0.0,-3.0,-3.2432638675,24.32638675,-3.0,0.2432638675,-3.0,False,-3.0
113.476974,22.754616,2016,Sandstone–Siltstone,69.10359705,100.6024923148194,3.1,0.5454545454534433,4.016914,6.921347,Nansha,Mixed Clastics,69.10359705,0.6219073678772152,False,3.1,3.1,0.5454545454544535,-2.0,-2.6910359705,69.10359705,-2.0,0.6910359705000001,-2.0,False,-2.0
113.485275,22.75617,2016,Shale–Limestone,35.26984188,100.6024923148194,2.94,0.4545454545445356,0.960749,5.49742,Nansha,Mixed Clastics,35.26984188,-0.3439871163034196,False,2.94,2.94,0.4545454545453774,-1.0,-1.3526984188,35.26984188,-1.0,0.3526984188,-1.0,False,-1.0
113.473343,22.78158,2016,Limestone–Sandstone,41.48603802,4929.522123426151,2.43,0.1818181818178141,3.172765,5.226258,Nansha,Mixed Clastics,41.48603802,-0.1665255979457174,False,2.43,2.43,0.1818181818181508,0.0,-0.4148603802,41.48603802,0.0,0.4148603802,0.0,False,0.0
113.484756,22.78521,2016,Siltstone–Sandstone,57.42603309,100.6024923148194,4.05,0.6363636363623522,4.716678,6.828776,Nansha,Mixed Clastics,57.42603309,0.2885333583722994,False,4.05,4.05,0.6363636363635307,-2.0,-2.5742603309,57.42603309,-2.0,0.5742603309,-2.0,False,-2.0
113.496681,22.767061,2016,Tuff–Sandstone,53.58717821,100.6024923148194,2.25,0.2727272727267214,14.718263,14.842151,Nansha,Mixed Clastics,53.58717821,0.1789407714563282,False,2.25,2.25,0.2727272727272265,-7.0,-7.5358717821,53.58717821,-7.0,0.5358717821,-7.0,False,-7.0
113.489937,22.808027,2016,Limestone–Sandstone,92.12352053,100.6024923148194,4.43,0.1818181818178144,6.104704,14.186357,Nansha,Mixed Clastics,92.12352053,1.279085886899769,False,4.43,4.43,0.1818181818181511,-4.0,-4.9212352053,92.12352053,-4.0,0.9212352053,-4.0,False,-4.0
113.4832,22.80336,2016,Shale–Limestone,41.75229799,100.6024923148194,0.9,0.4545454545445356,0.029191,5.365644,Nansha,Mixed Clastics,41.75229799,-0.158924341889779,False,0.9,0.9,0.4545454545453774,-3.0,-3.4175229799,41.75229799,-3.0,0.4175229799,-3.0,False,-3.0
113.495125,22.789358,2016,Tuff–Sandstone,3.49335227,100.6024923148194,3.33,0.2727272727267221,4.378892,7.316266,Nansha,Mixed Clastics,3.49335227,-1.2511502699854309,False,3.33,3.33,0.2727272727272272,24.0,1.9650664773,3.49335227,24.0,0.0349335227,2.0,True,2.0
113.480087,22.831881,2016,Mudstone–Siltstone,30.45878494,100.6024923148194,2.32,0.9999999999979798,1.630112,9.578568,Nansha,Fine-Grained Soil,30.45878494,-0.4813343701945685,False,2.32,2.32,0.9999999999998318,4.0,3.6954121506,30.45878494,4.0,0.3045878494,4.0,False,4.0
113.499275,22.813732,2016,Siltstone–Shale,74.60071164,100.6024923148194,1.94,0.909090909089072,1.253567,7.038107,Nansha,Fine-Grained Soil,74.60071164,0.7788403667332772,False,1.94,1.94,0.9090909090907556,18.0,0.2539928835999999,74.60071164,18.0,0.7460071164000001,1.0,True,1.0
113.473862,22.814768,2016,Siltstone–Sandstone,98.69300319,4929.522123426151,5.57,0.6363636363623517,1.462733,7.752715,Nansha,Mixed Clastics,98.69300319,1.4666331169761029,False,5.57,5.57,0.6363636363635302,-3.0,-3.9869300319,98.69300319,-3.0,0.9869300319,-3.0,False,-3.0
113.497719,22.840696,2016,Mudstone–Siltstone,93.04943241,100.6024923148194,5.53,0.9999999999979798,16.242109,31.105159,Nansha,Fine-Grained Soil,93.04943241,1.3055190502668172,False,5.53,5.53,0.9999999999998318,-5.0,-5.9304943241,93.04943241,-5.0,0.9304943241,-5.0,False,-5.0
113.490974,22.844845,2016,Shale–Limestone,1.529030966,100.6024923148194,2.93,0.4545454545445366,12.169443,26.42178,Nansha,Mixed Clastics,1.529030966,-1.3072282046739945,False,2.93,2.93,0.4545454545453784,-7.0,-7.01529030966,1.529030966,-7.0,0.01529030966,-7.0,False,-7.0
113.498756,22.837067,2016,Limestone–Sandstone,90.30982507,100.6024923148194,1.77,0.181818181817815,12.024632,25.968544,Nansha,Mixed Clastics,90.30982507,1.2273080563871577,False,1.77,1.77,0.1818181818181517,-1.0,-1.9030982507,90.30982507,-1.0,0.9030982507,-1.0,False,-1.0
113.499794,22.855736,2016,Shale–Limestone,57.46954754,100.6024923148194,3.88,0.4545454545445359,4.667875,13.440219,Nansha,Mixed Clastics,57.46954754,0.289775619747839,False,3.88,3.88,0.4545454545453777,0.0,-0.5746954754,57.46954754,0.0,0.5746954754,0.0,False,0.0
113.475937,22.873884,2016,Limestone–Sandstone,9.812131588,4929.522123426151,5.72,0.1818181818178154,6.188621,18.225501,Nansha,Mixed Clastics,9.812131588,-1.070760181467483,False,5.72,5.72,0.1818181818181521,-3.0,-3.09812131588,9.812131588,-3.0,0.09812131588,-3.0,False,-3.0
113.498756,22.865068,2016,Conglomerate–Sandstone,55.15737729,100.6024923148194,2.62,1.1214373986111814e-15,3.719714,10.350272,Nansha,Coarse-Grained Soil,55.15737729,0.2237672065598813,False,2.62,2.62,1.1214373986132585e-15,-7.0,-7.5515737729,55.15737729,-7.0,0.5515737729,-7.0,False,-7.0
113.478531,22.874922,2016,Mudstone–Siltstone,19.76009228,100.6024923148194,3.17,0.9999999999979794,2.529486,13.278697,Nansha,Fine-Grained Soil,19.76009228,-0.7867633175967982,False,3.17,3.17,0.9999999999998314,-2.0,-2.1976009228,19.76009228,-2.0,0.1976009228,-2.0,False,-2.0
113.496681,22.884256,2016,Sandstone–Siltstone,79.96814968,100.6024923148194,5.28,0.545454545453444,5.503455,11.921338,Nansha,Mixed Clastics,79.96814968,0.9320713270853884,False,5.28,5.28,0.5454545454544542,-2.0,-2.7996814968,79.96814968,-2.0,0.7996814968,-2.0,False,-2.0
