longitude,latitude,year,GWL,seismic_risk_score,rainfall_mm,subsidence,geology,normalized_density,density_tier,subsidence_intensity,density_concentration,normalized_seismic_risk_score,rainfall_category
113.31012,22.366158,2016,0.054811692,-13.67022527,2579.799442,10.09,Rock,0.082960473,Low,Minimal,Sparse,0.47456287,High
113.322586,22.338659,2019,1.323750387,-13.14013454,2174.519438,24.74,Rock,0.127498701,Low,Minimal,Sparse,0.535937296,Medium
113.305275,22.364027,2023,1.080386893,-13.74209054,1894.744446,14.28,Residual Soil,0.329829223,Medium,Minimal,Sparse,0.45905494,Medium
113.342186,22.29174,2023,0.756319679,-12.30135807,1856.510753,6.35,Residual Soil,0.335995141,Medium,Minimal,Moderate,0.535807549,Medium
113.330139,22.329174,2016,0.936738606,-12.89563245,2488.314396,3.89,Rock,0.079812808,Low,Minimal,Sparse,0.482034013,High
113.327965,22.340075,2020,4.074186463,-13.04825744,1675.924176,37.93,Rock,0.16221534,Low,Moderate,Sparse,0.52497741,Medium
113.311867,22.379826,2019,0.604226226,-13.78509668,2058.202917,3.22,Gravelly Soil,0.510453599,Medium,Minimal,Moderate,0.425900179,Medium
113.321259,22.35914,2019,1.866919897,-13.37849776,2154.850895,26.07,Rock,0.133449525,Low,Moderate,Sparse,0.511265153,Medium
113.306839,22.379198,2022,1.142270495,-13.87504041,2188.581277,25.93,Gravelly Soil,0.628655377,Medium,Moderate,Moderate,0.493166794,Medium
113.335503,22.371849,2020,1.63058361,-13.24244388,1581.854084,6.32,Rock,0.099232879,Low,Minimal,Sparse,0.450427402,Medium
113.33847,22.328739,2023,1.451772036,-12.72601927,1904.168687,18.54,Residual Soil,0.348195432,Medium,Minimal,Moderate,0.53552623,Medium
113.337921,22.339954,2023,1.464647122,-12.85109784,1848.520134,10.83,Residual Soil,0.330359251,Medium,Minimal,Moderate,0.4969329,Medium
113.331589,22.345753,2021,1.176756772,-13.03557236,1914.838837,15.32,Residual Soil,0.351832143,Medium,Minimal,Moderate,0.509034324,Medium
113.321175,22.357281,2017,1.202049976,-13.36038447,1814.313297,8.77,Residual Soil,0.298592007,Low,Minimal,Sparse,0.460878242,Medium
113.340302,22.350988,2020,1.19060292,-12.92082544,1709.964325,20.99,Rock,0.13439618,Low,Minimal,Sparse,0.539845104,Medium
113.328453,22.340832,2019,2.675149455,-13.04637253,2347.368338,60.19,Residual Soil,0.377347622,Low,Moderate,Moderate,0.642084629,High
113.310196,22.365898,2020,1.760450984,-13.66597064,1691.55024,23.36,Residual Soil,0.339176269,Low,Minimal,Moderate,0.48156485,Medium
113.315582,22.389318,2018,0.580342271,-13.82057579,2270.515144,0.51,Residual Soil,0.302078511,Medium,Minimal,Sparse,0.413655022,Medium
113.310417,22.383938,2019,1.417939093,-13.85868463,2201.422648,29.76,Gravelly Soil,0.595628517,Medium,Moderate,Moderate,0.501871294,Medium
113.319168,22.407305,2015,1.302178238,-13.96232243,1649.028996,10.26,Rock,0.087247816,Low,Minimal,Sparse,0.424320017,Medium
113.306747,22.406532,2020,1.503439427,-14.18678332,1643.527804,14.02,Rock,0.119673754,Low,Minimal,Sparse,0.418412367,Medium
113.3088,22.40201,2015,1.00582915,-14.09530571,1656.033301,9.39,Residual Soil,0.26013775,Low,Minimal,Sparse,0.417932753,Medium
113.310379,22.427961,2020,2.177938644,-14.37571111,1634.976895,18.72,Residual Soil,0.33542789,Low,Minimal,Moderate,0.404161598,Medium
113.326401,22.389574,2023,0.593258029,-13.61791238,1827.111256,0.71,Rock,0.090505219,Low,Minimal,Sparse,0.428729308,Medium
113.333382,22.381762,2017,1.033099883,-13.39544583,1826.53829,9.15,Residual Soil,0.288913344,Low,Minimal,Sparse,0.464323109,Medium
113.30883,22.383297,2020,1.616894997,-13.88201306,1686.102739,21.46,Gravelly Soil,0.557651153,Medium,Minimal,Moderate,0.463155862,Medium
113.323235,22.383732,2018,1.743005686,-13.61113725,2480.842179,39.23,Residual Soil,0.370825977,Medium,Moderate,Moderate,0.546865332,High
113.314903,22.382509,2023,1.195134299,-13.7566698,1881.44132,13.32,Residual Soil,0.337454095,Medium,Minimal,Moderate,0.451379178,Medium
113.311279,22.384201,2022,1.128143901,-13.84508805,2146.527358,19.49,Rock,0.132507056,Low,Minimal,Sparse,0.47219614,Medium
113.323967,22.394276,2019,0.367455516,-13.71855177,2059.847383,1.44,Rock,0.083757197,Low,Minimal,Sparse,0.430218894,Medium
113.30912,22.421833,2017,1.271957609,-14.32437921,1818.780852,9.95,Residual Soil,0.314214202,Low,Minimal,Sparse,0.397457878,Medium
113.318123,22.390278,2017,0.785657545,-13.78316353,1863.843779,12.43,Residual Soil,0.303413208,Low,Minimal,Sparse,0.456770642,Medium
113.320122,22.482561,2017,1.108548914,-14.90837481,1797.924947,5.73,Residual Soil,0.282429358,Low,Minimal,Sparse,0.345386735,Medium
113.318886,22.383064,2016,0.405154726,-13.68664027,2630.65308,20.02,Residual Soil,0.286212809,Low,Minimal,Sparse,0.502490849,High
113.337982,22.452652,2015,2.094444215,-14.19038492,1606.031406,10.98,Gravelly Soil,0.487580437,Medium,Minimal,Moderate,0.38925484,Medium
113.313759,22.397511,2020,1.755326984,-13.94926653,1690.342944,23.15,Residual Soil,0.356275299,Medium,Minimal,Moderate,0.461450658,Medium
113.312767,22.383705,2023,1.565898724,-13.81100742,1946.322404,25.36,Residual Soil,0.364562847,Medium,Moderate,Moderate,0.484363967,Medium
113.310173,22.425629,2021,0.959149609,-14.35097662,1845.532394,3.87,Residual Soil,0.321098698,Medium,Minimal,Sparse,0.380354797,Medium
113.334427,22.508553,2019,0.902178172,-15.02637059,2049.253424,4.32,Residual Soil,0.317430019,Medium,Minimal,Sparse,0.337222926,Medium
113.320824,22.388329,2021,1.02352877,-13.70947679,1925.931978,15.28,Rock,0.120092819,Low,Minimal,Sparse,0.467884499,Medium
113.310295,22.385843,2021,0.781224131,-13.88233805,1851.851756,3.35,Residual Soil,0.317320609,Medium,Minimal,Sparse,0.41513108,Medium
113.316055,22.387886,2015,1.581765506,-13.79527313,1640.327756,11.74,Gravelly Soil,0.474075441,Medium,Minimal,Moderate,0.432607066,Medium
113.324944,22.381092,2019,0.766078297,-13.54858626,2066.252739,5.63,Gravelly Soil,0.507978335,Medium,Minimal,Moderate,0.447201462,Medium
113.312218,22.424042,2023,1.072128211,-14.29368369,1829.95722,5.12,Residual Soil,0.314883365,Medium,Minimal,Sparse,0.386163107,Medium
113.313019,22.386305,2020,1.555556132,-13.8353821,1622.738651,12.08,Gravelly Soil,0.545269209,Medium,Minimal,Moderate,0.431844306,Medium
113.335869,22.384134,2023,1.187225333,-13.37558484,1953.835586,23.42,Residual Soil,0.334317507,Low,Minimal,Moderate,0.516609264,Medium
113.327225,22.397919,2018,1.991938309,-13.69983875,2301.337235,15.25,Rock,0.106549825,Low,Minimal,Sparse,0.444476209,Medium
113.30658,22.412416,2021,0.81450616,-14.25914163,1861.232114,4.93,Gravelly Soil,0.532330937,Medium,Minimal,Moderate,0.394493008,Medium
113.309914,22.384096,2020,1.82117726,-13.87010065,1722.607539,28.2,Residual Soil,0.366404477,Medium,Moderate,Moderate,0.484610358,Medium
113.32444,22.382647,2018,0.682032889,-13.57583022,2360.385447,13.93,Residual Soil,0.301602967,Low,Minimal,Sparse,0.479462264,High
113.323662,22.388546,2016,0,-13.65802105,2532.000514,0.66,Residual Soil,0.268300227,Low,Minimal,Sparse,0.448036711,High
113.312225,22.426247,2022,1.94073629,-14.32052941,2218.681824,36.47,Residual Soil,0.393165562,Medium,Moderate,Moderate,0.482429852,Medium
113.32988,22.385403,2017,0.388035713,-13.50380338,1809.665229,1.68,Gravelly Soil,0.476585079,Medium,Minimal,Moderate,0.444889128,Medium
113.30558,22.406097,2018,0.210894255,-14.20373852,2424.251337,19.09,Rock,0.113833065,Low,Minimal,Sparse,0.468735605,High
113.325569,22.396967,2017,1.182284219,-13.71980283,1958.255689,28.82,Residual Soil,0.341952624,Low,Moderate,Moderate,0.513903347,Medium
113.329849,22.389605,2017,2.034375391,-13.55299398,2101.236713,55.63,Residual Soil,0.37160544,Low,Moderate,Moderate,0.606412292,Medium
113.310654,22.424702,2023,1.943604243,-14.33074254,1984.098824,33.65,Residual Soil,0.369616578,Medium,Moderate,Moderate,0.470800167,Medium
113.323395,22.383881,2017,0.713165192,-13.60977891,1865.50569,12.09,Residual Soil,0.304826919,Low,Minimal,Sparse,0.469241917,Medium
113.3116,22.402639,2017,1.585024877,-14.04969343,1949.222106,30.14,Rock,0.125914271,Low,Moderate,Sparse,0.487848171,Medium
113.310806,22.382864,2023,2.089004292,-13.83923948,2038.737986,42.47,Gravelly Soil,0.601471317,Medium,Moderate,Moderate,0.534698218,Medium
113.319725,22.388113,2015,1.502261716,-13.72792169,1614.714577,6.95,Rock,0.085180299,Low,Minimal,Sparse,0.422714311,Medium
113.316017,22.498037,2019,5.269560811,-15.19287161,1834.626761,8.73,Residual Soil,0.297979468,Low,Minimal,Sparse,0.229341391,Medium
113.31012,22.426649,2023,1.115148615,-14.36442802,1839.21603,6.34,Rock,0.092651204,Low,Minimal,Sparse,0.386266556,Medium
113.312599,22.384977,2023,1.558116031,-13.82848577,1944.623761,25.06,Gravelly Soil,0.612331396,Medium,Moderate,Moderate,0.482212064,Medium
113.330429,22.502476,2023,1.738754528,-15.00742191,1893.13019,19.26,Residual Soil,0.353575306,Medium,Minimal,Moderate,0.374300518,Medium
113.329994,22.384731,2016,0,-13.49390879,2538.797797,1.62,Residual Soil,0.267648002,Low,Minimal,Sparse,0.462973659,High
113.327301,22.390104,2019,2.173686203,-13.60700309,2341.425445,55.39,Residual Soil,0.400025101,Low,Moderate,Moderate,0.598164332,High
113.331894,22.387157,2015,1.425775177,-13.48588131,1637.219194,10.07,Residual Soil,0.284941081,Low,Minimal,Sparse,0.451460137,Medium
113.324562,22.388948,2021,0.798970949,-13.64556041,1892.525227,9.2,Residual Soil,0.339102086,Medium,Minimal,Moderate,0.453434279,Medium
113.310181,22.428196,2023,1.587392411,-14.38225809,1932.217752,23.55,Residual Soil,0.364916069,Medium,Minimal,Moderate,0.437641278,Medium
113.32695,22.392347,2017,0.55317734,-13.63970766,1847.947647,8.36,Residual Soil,0.29277545,Low,Minimal,Sparse,0.456986487,Medium
113.316963,22.387642,2021,1.352210841,-13.77518289,1937.295715,19.86,Residual Soil,0.34863728,Medium,Minimal,Moderate,0.471202189,Medium
113.323303,22.383471,2016,0.279820368,-13.606876,2624.535223,18.17,Gravelly Soil,0.509282196,Medium,Minimal,Moderate,0.504098481,High
113.334167,22.53084,2023,1.650796702,-15.35587318,1896.162022,18.99,Residual Soil,0.354155055,Medium,Minimal,Moderate,0.351635989,Medium
113.310349,22.517588,2022,2.503716648,-15.5646893,2117.438962,26.71,Residual Soil,0.36410787,Medium,Moderate,Moderate,0.344870173,Medium
113.320152,22.535986,2022,0.863294096,-15.6644851,2037.391008,2.5,Residual Soil,0.3082388,Medium,Minimal,Sparse,0.287441888,Medium
113.339859,22.547361,2015,2.055572293,-15.51011805,1714.107747,25.07,Rock,0.120722541,Low,Moderate,Sparse,0.356483854,Medium
113.339539,22.528591,2020,3.18711757,-15.23373217,1499.977289,7.75,Residual Soil,0.272555978,Low,Minimal,Sparse,0.276851477,Medium
113.319801,22.52821,2021,1.599106493,-15.55691645,1886.628591,14.7,Residual Soil,0.309053281,Low,Minimal,Sparse,0.322670934,Medium
113.319504,22.527248,2017,1.143735527,-15.54795412,1794.87412,5.58,Residual Soil,0.280400583,Low,Minimal,Sparse,0.300009359,Medium
113.340446,22.540646,2023,1.446586094,-15.39907183,1885.511976,15.88,Gravelly Soil,0.546071863,Medium,Minimal,Moderate,0.342005013,Medium
113.336479,22.522642,2018,1.228602386,-15.19668399,2430.554748,27.64,Rock,0.113867664,Low,Moderate,Sparse,0.408338514,High
113.329582,22.532906,2015,1.980238225,-15.46237346,1737.983775,28.6,Residual Soil,0.314366975,Low,Moderate,Sparse,0.372761515,Medium
113.311783,22.565842,2015,2.040761621,-16.24604476,1807.87631,38.89,Residual Soil,0.355004838,Low,Moderate,Moderate,0.357023273,Medium
113.320335,22.559645,2022,0.274311134,-16.01322238,2089.330773,5.03,Rock,0.108045355,Low,Minimal,Sparse,0.288887211,Medium
113.337646,22.554836,2018,0,-15.65961891,2325.507491,2.47,Residual Soil,0.31884028,Medium,Minimal,Sparse,0.313925054,High
113.321465,22.5569,2018,0,-15.95345902,2360.459276,8.45,Residual Soil,0.294310897,Low,Minimal,Sparse,0.313254359,High
113.332497,22.564041,2016,1.121777844,-15.88325626,2758.114053,43.58,Residual Soil,0.328559817,Low,Moderate,Sparse,0.423837136,High
113.31424,22.553465,2015,1.894682332,-16.02060633,1776.925879,33.39,Residual Soil,0.339828895,Low,Moderate,Moderate,0.355116315,Medium
113.336555,22.564383,2022,0.50341439,-15.82348226,2065.996936,3.48,Rock,0.098309025,Low,Minimal,Sparse,0.290273576,Medium
113.304832,22.553879,2021,0.951314449,-16.18236919,1897.691381,11.13,Gravelly Soil,0.540303845,Medium,Minimal,Moderate,0.282837588,Medium
113.31028,22.564581,2016,1.297518474,-16.25167439,2841.889276,56.73,Residual Soil,0.385972746,Low,Moderate,Moderate,0.444608303,High
113.326096,22.560894,2023,1.359983879,-15.93849182,1953.007563,24.67,Residual Soil,0.373347028,Medium,Minimal,Moderate,0.341074188,Medium
113.320992,22.568102,2017,1.570379418,-16.13063467,1939.882448,29.31,Residual Soil,0.332759812,Low,Moderate,Moderate,0.340285144,Medium
113.313194,22.583931,2016,1.106949872,-16.4981366,2711.862183,36.97,Gravelly Soil,0.548122576,Medium,Moderate,Moderate,0.356588483,High
113.31398,22.592176,2015,1.726446946,-16.6127395,1653.975269,14.8,Residual Soil,0.282225381,Low,Minimal,Sparse,0.2473009,Medium
113.314026,22.588198,2015,2.005388955,-16.55050269,1704.652997,24.12,Gravelly Soil,0.495783718,Medium,Minimal,Moderate,0.280200049,Medium
113.324097,22.572224,2016,0.773450967,-16.1435816,2720.890877,35.6,Residual Soil,0.33301966,Low,Moderate,Moderate,0.38430556,High
113.331894,22.572319,2019,0.840820301,-16.02031441,2091.035247,9.7,Residual Soil,0.302270118,Low,Minimal,Sparse,0.291322942,Medium
113.331039,22.579998,2016,0,-16.15297506,2565.435403,7.47,Residual Soil,0.271411809,Low,Minimal,Sparse,0.296101314,High
113.319031,22.580839,2022,0.495976176,-16.35711551,2067.273805,3.79,Residual Soil,0.330328502,Medium,Minimal,Moderate,0.254420951,Medium
113.333138,22.578327,2015,1.541464362,-16.09373939,1622.010868,8.85,Residual Soil,0.313479724,Medium,Minimal,Sparse,0.264815644,Medium
113.306786,22.5804,2020,1.376008575,-16.54741017,1591.452468,5.75,Rock,0.110239576,Low,Minimal,Sparse,0.227752978,Medium
113.332268,22.570335,2023,1.378570088,-15.98371534,1919.904132,20.17,Residual Soil,0.347228983,Medium,Minimal,Moderate,0.320167497,Medium
113.341049,22.584814,2020,1.156227275,-16.0710916,1561.318925,0.3,Residual Soil,0.278871065,Low,Minimal,Sparse,0.243465561,Medium
113.332596,22.575676,2023,0.906932317,-16.06113028,1812.47887,1.36,Residual Soil,0.304610565,Medium,Minimal,Sparse,0.254703874,Medium
113.316727,22.587376,2021,1.502898459,-16.49473472,1957.016133,23.82,Residual Soil,0.346990997,Low,Minimal,Moderate,0.29592282,Medium
113.317558,22.576658,2019,0.377393482,-16.3165743,2060.581313,1.76,Residual Soil,0.313500175,Medium,Minimal,Sparse,0.252469016,Medium
113.332047,22.581829,2021,0.921759009,-16.16556739,1891.214991,9.64,Rock,0.107736424,Low,Minimal,Sparse,0.280162989,Medium
113.331978,22.627514,2016,0.75142151,-16.89489505,2608.673646,19.39,Rock,0.102671914,Low,Minimal,Sparse,0.27186048,High
113.336609,22.608942,2022,0.760595136,-16.5241506,2123.60251,13.79,Residual Soil,0.35466606,Medium,Minimal,Moderate,0.274577483,Medium
113.329041,22.615458,2021,1.122916309,-16.7447863,1914.595134,14.86,Residual Soil,0.290870494,Low,Minimal,Sparse,0.254146266,Medium
113.337845,22.593611,2020,1.758559188,-16.26021149,1626.902982,14.27,Residual Soil,0.36428601,Medium,Minimal,Moderate,0.268616341,Medium
113.313354,22.615963,2023,2.941577997,-16.995177,1746.936434,8.25,Residual Soil,0.300660947,Low,Minimal,Sparse,0.164287855,Medium
113.313667,22.61562,2015,4.425190627,-16.9848756,1635.9799,31.95,Rock,0.130179498,Low,Moderate,Sparse,0.223157954,Medium
113.308662,22.59679,2017,2.455063904,-16.7687834,1871.236262,26.67,Residual Soil,0.337623854,Low,Moderate,Moderate,0.263358279,Medium
113.328331,22.61046,2019,0.555408048,-16.67566646,2071.139946,4.65,Residual Soil,0.304690699,Low,Minimal,Sparse,0.234329502,Medium
113.338974,22.607452,2020,2.094173751,-16.46399394,1764.858145,36.29,Residual Soil,0.363362677,Low,Moderate,Moderate,0.330673371,Medium
113.334839,22.628275,2018,1.807877342,-16.86413808,2534.390336,47.26,Residual Soil,0.382574102,Medium,Moderate,Moderate,0.35287678,High
113.306259,22.597034,2018,0.665262726,-16.81082613,2349.36251,12.25,Gravelly Soil,0.508801709,Medium,Minimal,Moderate,0.251455037,High
113.327454,22.60902,2017,1.936585465,-16.66622595,1981.227396,38.01,Residual Soil,0.355314244,Low,Moderate,Moderate,0.327510129,Medium
113.332985,22.601389,2020,1.431927424,-16.45915216,1651.07433,15.08,Residual Soil,0.348820017,Medium,Minimal,Moderate,0.266566735,Medium
113.312103,22.620258,2018,1.736093748,-17.08270958,2243.444664,5.85,Gravelly Soil,0.502883204,Medium,Minimal,Moderate,0.180353072,Medium
113.326241,22.629215,2016,1.323106768,-17.00938599,2713.219623,38.87,Residual Soil,0.349056229,Low,Moderate,Moderate,0.323207135,High
113.325394,22.593649,2020,1.398937687,-16.45527332,1638.756815,13.09,Residual Soil,0.332127545,Medium,Minimal,Moderate,0.260030045,Medium
113.329514,22.645836,2022,1.350673689,-17.23173059,2128.257441,19.11,Residual Soil,0.367694333,Medium,Minimal,Moderate,0.231176707,Medium
113.315872,22.648067,2019,1.61364049,-17.47260131,2177.432554,27.94,Residual Soil,0.352489471,Medium,Moderate,Moderate,0.241806334,Medium
113.334793,22.667524,2021,1.297024546,-17.51512728,1934.908422,18.6,Rock,0.134038822,Low,Minimal,Sparse,0.212765317,Medium
113.30854,22.654163,2019,1.523962982,-17.68248245,2145.797932,22.79,Gravelly Soil,0.517884696,Medium,Minimal,Moderate,0.20991126,Medium
113.313263,22.652918,2018,2.939234242,-17.59103124,2683.557158,76.04,Rock,0.205417961,Low,Severe,Sparse,0.388027083,High
113.335556,22.650505,2019,0.764937741,-17.21951245,2076.717499,7.09,Residual Soil,0.304026798,Low,Minimal,Sparse,0.200962092,Medium
113.305725,22.641331,2021,1.516635626,-17.51767645,1906.954858,16.33,Rock,0.120848323,Low,Minimal,Sparse,0.19842079,Medium
113.334297,22.669638,2022,0.909639139,-17.55787481,2140.067416,17.28,Residual Soil,0.327485384,Low,Minimal,Sparse,0.213208492,Medium
113.331993,22.654469,2017,1.617149826,-17.33783422,1890.231594,22.71,Residual Soil,0.307531453,Low,Minimal,Sparse,0.230831848,Medium
113.337219,22.666939,2023,0.883352417,-17.47015207,1848.855553,6.28,Residual Soil,0.34864367,Medium,Minimal,Moderate,0.177570646,Medium
113.329872,22.672493,2018,1.044842548,-17.67001398,2363.240401,17.2,Gravelly Soil,0.506482608,Medium,Minimal,Moderate,0.201694342,High
113.329514,22.670353,2022,1.524803181,-17.63928519,2195.240417,29.89,Residual Soil,0.3851867,Medium,Moderate,Moderate,0.24018197,Medium
113.313538,22.669643,2015,2.966057949,-17.8618723,1554.434699,10.63,Residual Soil,0.267398882,Low,Minimal,Sparse,0.113342663,Medium
113.333763,22.668161,2022,0.569153655,-17.54077088,2079.891801,6.14,Residual Soil,0.323139351,Medium,Minimal,Sparse,0.180346588,Medium
113.342537,22.659136,2019,1.162538776,-17.26183727,2125.823759,16.69,Rock,0.115017217,Low,Minimal,Sparse,0.226120208,Medium
113.32402,22.648746,2020,1.83776197,-17.36150561,1600.158837,10.45,Rock,0.109083827,Low,Minimal,Sparse,0.178560974,Medium
113.317787,22.660891,2019,1.005323912,-17.65427487,2021.847949,0.91,Rock,0.091053129,Low,Minimal,Sparse,0.142342584,Medium
113.333885,22.666248,2018,0.497885263,-17.50686948,2356.565774,11.75,Rock,0.098952608,Low,Minimal,Sparse,0.206732916,High
113.321953,22.67111,2017,1.92104542,-17.76231512,1946.057275,32.95,Residual Soil,0.339452948,Low,Moderate,Moderate,0.233226843,Medium
113.33979,22.668314,2016,0.565814298,-17.45622981,2652.803642,24.4,Residual Soil,0.289858211,Low,Minimal,Sparse,0.256518459,High
113.332924,22.68189,2021,1.04718414,-17.78463826,1836.583625,3.31,Residual Soil,0.309187451,Medium,Minimal,Sparse,0.140304632,Medium
113.316254,22.697077,2016,1.052644883,-18.28113531,2646.890816,27.42,Residual Soil,0.32011638,Low,Moderate,Sparse,0.198895848,High
113.310211,22.67819,2015,2.462665104,-18.05267146,1633.424552,16.81,Rock,0.101006856,Low,Minimal,Sparse,0.140157923,Medium
113.318344,22.693069,2023,1.923529443,-18.18331898,1900.600989,21.77,Residual Soil,0.354822361,Medium,Minimal,Moderate,0.161241529,Medium
113.322189,22.677799,2020,1.477432899,-17.87071148,1565.662857,3.45,Residual Soil,0.308644068,Medium,Minimal,Sparse,0.123762833,Medium
113.314133,22.703896,2015,1.512301143,-18.42703749,1639.254572,11.04,Residual Soil,0.290483236,Low,Minimal,Sparse,0.113898199,Medium
113.33667,22.673622,2017,1.048446364,-17.59085202,1770.072571,0.95,Rock,0.086900795,Low,Minimal,Sparse,0.145781787,Medium
113.337227,22.678755,2019,1.392164048,-17.66984451,2123.832816,18.14,Rock,0.120519221,Low,Minimal,Sparse,0.19802515,Medium
113.337044,22.676933,2015,1.332701853,-17.6415499,1601.715408,4.35,Residual Soil,0.27299986,Low,Minimal,Sparse,0.146710432,Medium
113.316605,22.699585,2019,1.163670332,-18.31853145,2072.348438,9.63,Residual Soil,0.311232028,Low,Minimal,Sparse,0.124971136,Medium
113.329285,22.677496,2022,0.933893966,-17.76271237,2072.60573,7.65,Rock,0.103400474,Low,Minimal,Sparse,0.162611554,Medium
113.324585,22.673752,2015,1.756154253,-17.76800962,1660.280141,15.92,Residual Soil,0.276013096,Low,Minimal,Sparse,0.171568908,Medium
113.311195,22.701977,2015,1.480172416,-18.43677263,1633.371059,9.96,Residual Soil,0.271582916,Low,Minimal,Sparse,0.109907655,Medium
113.320175,22.679405,2020,1.449584162,-17.92694997,1553.981791,1.59,Residual Soil,0.322187322,Medium,Minimal,Sparse,0.113467917,Medium
113.337852,22.699558,2023,1.760361248,-18.01675805,1924.417604,23.16,Rock,0.122896911,Low,Minimal,Sparse,0.184435727,Medium
113.321045,22.682772,2015,2.148832701,-17.97079943,1695.71708,24,Gravelly Soil,0.509392693,Medium,Minimal,Moderate,0.178555816,Medium
113.324028,22.699717,2016,1.156866665,-18.21469137,2559.952397,16.04,Residual Soil,0.30348223,Low,Minimal,Sparse,0.15694565,High
113.31665,22.681368,2023,1.412887704,-18.01120702,1821.872983,6.68,Residual Soil,0.31796956,Medium,Minimal,Sparse,0.128231337,Medium
113.320198,22.700432,2015,1.961385842,-18.28146298,1721.66418,26.16,Gravelly Soil,0.556150232,Medium,Moderate,Moderate,0.170421398,Medium
113.336472,22.733946,2020,1.752628303,-18.63392541,1610.354093,11.9,Residual Soil,0.323295804,Low,Minimal,Sparse,0.096770481,Medium
113.340904,22.761803,2021,1.171684747,-19.06836726,1860.343829,7.63,Residual Soil,0.30762736,Low,Minimal,Sparse,0.065613199,Medium
113.335144,22.723064,2015,2.119783934,-18.46166321,1644.982657,15.85,Rock,0.100378108,Low,Minimal,Sparse,0.1168803,Medium
113.311386,22.718058,2022,1.186993016,-18.70716182,2073.650831,10.15,Residual Soil,0.333956766,Medium,Minimal,Moderate,0.099700188,Medium
113.320007,22.736649,2016,1.131653824,-18.9067049,2663.45447,30.37,Residual Soil,0.319816708,Low,Moderate,Sparse,0.165273754,High
113.305206,22.717091,2019,0.860357072,-18.77872352,2081.599967,8.53,Residual Soil,0.283258792,Low,Minimal,Sparse,0.097037817,Medium
113.337578,22.758423,2023,1.233550959,-19.05197912,1856.766386,10.16,Gravelly Soil,0.552011784,Medium,Minimal,Moderate,0.074869065,Medium
113.31118,22.734205,2016,1.559293271,-18.98710434,2651.90047,32.13,Gravelly Soil,0.568031324,Medium,Moderate,Moderate,0.155424552,High
113.330414,22.722225,2018,0.47561922,-18.51228519,2309.610981,5.17,Residual Soil,0.298128748,Low,Minimal,Sparse,0.112379706,Medium
113.313774,22.73287,2019,2.339915503,-18.92782676,2276.638839,47.61,Residual Soil,0.382536925,Low,Moderate,Moderate,0.19880116,Medium
113.305443,22.708429,2022,0.653433631,-18.62861665,2044.227213,1.8,Residual Soil,0.327519642,Medium,Minimal,Sparse,0.086807717,Medium
113.312851,22.711657,2020,1.785196675,-18.57720558,1601.39568,10.9,Residual Soil,0.335210893,Medium,Minimal,Moderate,0.095967481,Medium
113.33477,22.750225,2021,2.527813872,-18.94387286,1732.58322,0.42,Residual Soil,0.301056398,Medium,Minimal,Sparse,0.011181956,Medium
113.310432,22.706102,2018,1.257515794,-18.51750667,2423.70655,27.37,Residual Soil,0.337019444,Low,Moderate,Moderate,0.177163278,High
113.310478,22.708775,2016,1.469666118,-18.56214059,2733.60003,42.89,Residual Soil,0.361293269,Low,Moderate,Moderate,0.22832828,High
113.315002,22.718674,2019,0.810050869,-18.66650163,2031.220482,1.06,Gravelly Soil,0.517668336,Medium,Minimal,Moderate,0.077292122,Medium
113.32785,22.70612,2023,1.352952673,-18.27006424,1837.573384,8.41,Residual Soil,0.333242415,Medium,Minimal,Moderate,0.11868484,Medium
113.325348,22.727781,2021,1.306785918,-18.67883733,1846.479045,6.26,Rock,0.10445241,Low,Minimal,Sparse,0.085175722,Medium
113.315598,22.736383,2021,1.238720183,-18.96316412,1811.617174,1.32,Residual Soil,0.310611248,Medium,Minimal,Sparse,0.046803192,Medium
113.328613,22.746588,2021,1.018517558,-18.96269533,1864.057384,6.94,Residual Soil,0.318243389,Medium,Minimal,Sparse,0.074186356,Medium
113.355408,22.250473,2020,2.244314592,-11.68807863,1664.077478,23.33,Residual Soil,0.346892482,Low,Minimal,Moderate,0.604599704,Medium
113.362503,22.247778,2017,2.34222289,-11.51960422,1946.977496,36.41,Residual Soil,0.357388585,Low,Moderate,Moderate,0.663962982,Medium
113.369316,22.264133,2020,3.892712271,-11.5086121,1616.091856,29.63,Residual Soil,0.362638531,Medium,Moderate,Moderate,0.598350645,Medium
113.347183,22.266539,2015,1.681768994,-11.98496796,1624.435903,10.3,Residual Soil,0.297395379,Low,Minimal,Sparse,0.548685126,Medium
113.359703,22.265253,2016,0.032152593,-11.71594104,2533.485525,3.43,Residual Soil,0.265855977,Low,Minimal,Sparse,0.583546225,High
113.360443,22.265652,2023,1.412535174,-11.70396467,1840.699237,9.32,Residual Soil,0.32598593,Medium,Minimal,Sparse,0.571187318,Medium
113.35157,22.322144,2023,1.790919174,-12.40042523,2012.575465,36.44,Residual Soil,0.389150659,Medium,Moderate,Moderate,0.617957637,Medium
113.355904,22.317902,2022,1.694905559,-12.27212825,1985.542366,1.16,Rock,0.085397153,Low,Minimal,Sparse,0.495555452,Medium
113.358078,22.28294,2020,1.12664756,-11.89991853,1564.267589,0.48,Gravelly Soil,0.548998805,Medium,Minimal,Moderate,0.531140832,Medium
113.357986,22.315695,2020,2.554147282,-12.20886592,1538.984559,8.22,Residual Soil,0.347024145,Medium,Minimal,Moderate,0.50265809,Medium
